1.010495494281275796e+03 -2.899622129019966223e+02
1.033563059583657832e+03 -3.511835953686729113e+02
6.154257171905619543e+02 -2.442113642158933544e+02
9.422221943529915507e+02 -2.453908314639202501e+02
1.645832191309551945e+03 -8.070937658253583891e+01
1.309452651187616766e+03 1.720006113863615127e+01
1.194887175030118669e+03 -2.562230493024498514e+02
1.948524162856710404e+02 -5.257495087355887335e+02
1.229868097349375830e+03 -1.590809383974348918e+02
8.401543526764888838e+02 -4.184094312946233458e+02
1.063537493923123748e+03 -2.243700947704933242e+02
1.165115617163903153e+03 -3.340224463006551332e+02
1.238274297762261995e+03 -1.870139140595775302e+02
4.393735289747906450e+02 -4.116181441436141313e+02
1.360844977385121183e+03 5.714749769902859988e+00
7.893156811154284469e+02 -2.695438795104326459e+02
1.369402276873067194e+03 -3.442727954521685660e+02
1.534008572013832463e+03 -7.685560286283413234e+02
7.607654768040567888e+02 -4.572326150830390645e+01
1.025765677545558901e+03 -3.160409671468160582e+02
1.227642228757358680e+03 -1.338598040403041693e+02
1.079628227894062775e+03 -3.659205240767019518e+02
1.308282348595027770e+03 -6.653007762143388391e+02
2.704207745456280350e+02 -8.046792182343290278e+01
6.028186970477767090e+02 -1.165807322473934349e+01
1.035049484082240269e+03 -1.659913136349369722e+02
1.150409068218952626e+02 7.371490422366083806e+01
8.892389295327157015e+02 -1.230864587371917338e+02
1.714113983520005604e+02 -2.933192834275100154e+02
9.119499426490198175e+02 -4.153052473100145221e+02
-9.446975806440359236e+01 1.328464951037995547e+02
1.718452666876541343e+03 -4.544432079062758589e+02
1.955162548250822965e+03 -4.655151608639596361e+02
1.139169235660532877e+03 -1.662171223488767851e+02
1.712357668403221396e+03 -4.889555044654204039e+02
1.146758925831203896e+03 -1.941577935657078058e+02
9.302253325811134346e+02 -1.105539974635593126e+02
1.140393930387819864e+03 -3.433010303093615221e+02
1.598948441360545758e+03 -4.436562026881798602e+02
1.889684662017123628e+03 -2.751738029585441723e+02
1.741000016047441477e+03 -5.142912242228702553e+02
1.402128265417949478e+03 -3.086481315018742748e+02
1.274738199316062492e+03 -4.733280714581164830e+02
1.006859639733224412e+03 1.297986551491407852e+02
9.386199989367950138e+02 -2.868552377183926865e+02
1.718658904610801528e+03 -4.147012790948676866e+02
1.552621421825299876e+03 -2.504095633724694210e+02
1.127005642289788966e+03 -5.247486347208121060e+02
9.434717577709549232e+02 -1.531089790548641361e+02
5.335987765166763666e+02 1.646703589565486823e+02
1.269780087482267390e+03 2.197266954969903097e+01
1.073004847177138117e+03 -4.760683157413789104e+02
1.527011555595930304e+03 -3.589746757520965730e+02
2.871698031000701690e+02 1.769135527718957235e+02
1.086785293961574098e+03 -4.008991720278503408e+02
1.176969252425068362e+03 7.984633241527018299e+01
6.695745398749508013e+02 9.853672190636899586e+01
1.045676330803980818e+03 1.496424805661142443e+02
7.068238740100649693e+02 -2.493258057428010090e+02
1.071076314101767821e+03 -5.595646603804727448e+01
6.830334267827274743e+02 -8.132475333928492489e+01
1.200861871551339163e+03 -2.091548236935497584e+02
1.159500712795569370e+03 -3.437557380592168954e+01
6.714337007664975090e+02 -1.324416518947984116e+02
5.890162955303269428e+02 1.417220400030849987e+02
4.104921699784367206e+02 -2.477163157133022153e+01
9.145536122954845268e+02 -7.574355928258459869e+01
1.345907658499829722e+03 -4.176230334717168375e+02
1.347349277313249104e+03 -2.790936312670387451e+02
1.182152931819571450e+03 4.050471873804043810e+01
1.177848153491993799e+03 -7.740993022333441331e+01
5.190599455392951995e+02 -3.148346056903999397e+02
1.153803345419094967e+03 -4.989174216268662008e+02
1.399739926889530352e+03 -3.904870505677731103e+02
9.766069272382605959e+02 -1.765683783587147673e+02
5.239109724479343413e+02 1.553039656572599085e+02
1.331329046286458379e+03 -4.119189735170967879e+02
1.276427565398430033e+03 -3.572598906955836355e+02
1.049155922449030868e+03 -6.979239239087279429e+02
7.262534225389988478e+02 -8.236827506833320456e+01
1.062209555138899987e+03 -1.187277214271910566e+02
1.061620157514870698e+03 -2.856468788802875451e+02
1.234695428257094136e+03 1.883099161508835095e+02
